state,date,deaths,daily_change
Nebraska,2020-03-22,0,0
Nebraska,2020-03-23,0,0
Nebraska,2020-03-24,0,0
Nebraska,2020-03-25,0,0
Nebraska,2020-03-26,0,0
Nebraska,2020-03-27,0,0
Nebraska,2020-03-28,2,2
Nebraska,2020-03-29,2,0
Nebraska,2020-03-30,2,0
Nebraska,2020-03-31,3,1
Nebraska,2020-04-01,4,1
Nebraska,2020-04-02,5,1
Nebraska,2020-04-03,6,1
Nebraska,2020-04-04,6,0
Nebraska,2020-04-05,8,2
Nebraska,2020-04-06,9,1
Nebraska,2020-04-07,10,1
Nebraska,2020-04-08,12,2
Nebraska,2020-04-09,14,2
Nebraska,2020-04-10,15,1
Nebraska,2020-04-11,17,2
Nebraska,2020-04-12,17,0
Nebraska,2020-04-13,17,0
Nebraska,2020-04-14,20,3
Nebraska,2020-04-15,20,0
Nebraska,2020-04-16,21,1
Nebraska,2020-04-17,24,3
Nebraska,2020-04-18,24,0
Nebraska,2020-04-19,28,4
Nebraska,2020-04-20,33,5
Nebraska,2020-04-21,33,0
Nebraska,2020-04-22,38,5
Nebraska,2020-04-23,47,9
Nebraska,2020-04-24,50,3
Nebraska,2020-04-25,50,0
Nebraska,2020-04-26,56,6
Nebraska,2020-04-27,56,0
Nebraska,2020-04-28,56,0
Nebraska,2020-04-29,56,0
Nebraska,2020-04-30,70,14
Nebraska,2020-05-01,73,3
Nebraska,2020-05-02,73,0
Nebraska,2020-05-03,78,5
Nebraska,2020-05-04,78,0
Nebraska,2020-05-05,78,0
Nebraska,2020-05-06,78,0
Nebraska,2020-05-07,91,13
Nebraska,2020-05-08,90,-1
Nebraska,2020-05-09,90,0
Nebraska,2020-05-10,90,0
Nebraska,2020-05-11,98,8
Nebraska,2020-05-12,100,2
Nebraska,2020-05-13,103,3
Nebraska,2020-05-14,103,0
Nebraska,2020-05-15,113,10
Nebraska,2020-05-16,123,10
Nebraska,2020-05-17,123,0
Nebraska,2020-05-18,123,0
Nebraska,2020-05-19,123,0
Nebraska,2020-05-20,138,15
Nebraska,2020-05-21,138,0
Nebraska,2020-05-22,147,9
Nebraska,2020-05-23,147,0
Nebraska,2020-05-24,147,0
Nebraska,2020-05-25,147,0
Nebraska,2020-05-26,147,0
Nebraska,2020-05-27,153,6
Nebraska,2020-05-28,163,10
Nebraska,2020-05-29,164,1
Nebraska,2020-05-30,170,6
Nebraska,2020-05-31,170,0
Nebraska,2020-06-01,170,0
Nebraska,2020-06-02,170,0
Nebraska,2020-06-03,170,0
Nebraska,2020-06-04,187,17
Nebraska,2020-06-05,187,0
Nebraska,2020-06-06,187,0
Nebraska,2020-06-07,187,0
Nebraska,2020-06-08,188,1
Nebraska,2020-06-09,189,1
Nebraska,2020-06-10,191,2
Nebraska,2020-06-11,212,21
Nebraska,2020-06-12,215,3
Nebraska,2020-06-13,215,0
Nebraska,2020-06-14,215,0
Nebraska,2020-06-15,220,5
Nebraska,2020-06-16,231,11
Nebraska,2020-06-17,234,3
Nebraska,2020-06-18,239,5
Nebraska,2020-06-19,244,5
Nebraska,2020-06-20,244,0
Nebraska,2020-06-21,244,0
Nebraska,2020-06-22,249,5
Nebraska,2020-06-23,256,7
Nebraska,2020-06-24,257,1
Nebraska,2020-06-25,260,3
Nebraska,2020-06-26,266,6
Nebraska,2020-06-27,267,1
Nebraska,2020-06-28,267,0
Nebraska,2020-06-29,269,2
Nebraska,2020-06-30,274,5
Nebraska,2020-07-01,276,2
Nebraska,2020-07-02,282,6
Nebraska,2020-07-03,284,2
Nebraska,2020-07-04,284,0
Nebraska,2020-07-05,284,0
Nebraska,2020-07-06,283,-1
Nebraska,2020-07-07,282,-1
Nebraska,2020-07-08,282,0
Nebraska,2020-07-09,284,2
Nebraska,2020-07-10,286,2
Nebraska,2020-07-11,285,-1
Nebraska,2020-07-12,285,0
Nebraska,2020-07-13,288,3
Nebraska,2020-07-14,286,-2
Nebraska,2020-07-15,291,5
Nebraska,2020-07-16,299,8
Nebraska,2020-07-17,301,2
Nebraska,2020-07-18,301,0
Nebraska,2020-07-19,301,0
Nebraska,2020-07-20,313,12
Nebraska,2020-07-21,310,-3
Nebraska,2020-07-22,311,1
Nebraska,2020-07-23,316,5
Nebraska,2020-07-24,316,0
Nebraska,2020-07-25,316,0
Nebraska,2020-07-26,316,0
Nebraska,2020-07-27,317,1
Nebraska,2020-07-28,321,4
Nebraska,2020-07-29,324,3
Nebraska,2020-07-30,328,4
Nebraska,2020-07-31,332,4
Nebraska,2020-08-01,332,0
Nebraska,2020-08-02,332,0
Nebraska,2020-08-03,328,-4
Nebraska,2020-08-04,332,4
Nebraska,2020-08-05,340,8
Nebraska,2020-08-06,340,0
Nebraska,2020-08-07,345,5
Nebraska,2020-08-08,345,0
Nebraska,2020-08-09,345,0
Nebraska,2020-08-10,348,3
Nebraska,2020-08-11,351,3
Nebraska,2020-08-12,356,5
Nebraska,2020-08-13,360,4
Nebraska,2020-08-14,361,1
Nebraska,2020-08-15,361,0
Nebraska,2020-08-16,361,0
Nebraska,2020-08-17,362,1
Nebraska,2020-08-18,369,7
Nebraska,2020-08-19,371,2
Nevada,2020-01-22,0,0
Nevada,2020-01-23,0,0
Nevada,2020-01-24,0,0
Nevada,2020-01-25,0,0
Nevada,2020-01-26,0,0
Nevada,2020-01-27,0,0
Nevada,2020-01-28,0,0
Nevada,2020-01-29,0,0
Nevada,2020-01-30,0,0
Nevada,2020-01-31,0,0
Nevada,2020-02-01,0,0
Nevada,2020-02-02,0,0
Nevada,2020-02-03,0,0
Nevada,2020-02-04,0,0
Nevada,2020-02-05,0,0
Nevada,2020-02-06,0,0
Nevada,2020-02-07,0,0
Nevada,2020-02-08,0,0
Nevada,2020-02-09,0,0
Nevada,2020-02-10,0,0
Nevada,2020-02-11,0,0
Nevada,2020-02-12,0,0
Nevada,2020-02-13,0,0
Nevada,2020-02-14,0,0
Nevada,2020-02-15,0,0
Nevada,2020-02-16,0,0
Nevada,2020-02-17,0,0
Nevada,2020-02-18,0,0
Nevada,2020-02-19,0,0
Nevada,2020-02-20,0,0
Nevada,2020-02-21,0,0
Nevada,2020-02-22,0,0
Nevada,2020-02-23,0,0
Nevada,2020-02-24,0,0
Nevada,2020-02-25,0,0
Nevada,2020-02-26,0,0
Nevada,2020-02-27,0,0
Nevada,2020-02-28,0,0
Nevada,2020-02-29,0,0
Nevada,2020-03-01,0,0
Nevada,2020-03-02,0,0
Nevada,2020-03-03,0,0
Nevada,2020-03-04,0,0
Nevada,2020-03-05,0,0
Nevada,2020-03-06,0,0
Nevada,2020-03-07,0,0
Nevada,2020-03-08,0,0
Nevada,2020-03-09,0,0
Nevada,2020-03-10,0,0
Nevada,2020-03-11,0,0
Nevada,2020-03-12,0,0
Nevada,2020-03-13,0,0
Nevada,2020-03-14,0,0
Nevada,2020-03-15,0,0
Nevada,2020-03-16,1,1
Nevada,2020-03-17,1,0
Nevada,2020-03-18,1,0
Nevada,2020-03-19,1,0
Nevada,2020-03-20,2,1
Nevada,2020-03-21,2,0
Nevada,2020-03-22,2,0
Nevada,2020-03-23,4,2
Nevada,2020-03-24,4,0
Nevada,2020-03-25,6,2
Nevada,2020-03-26,10,4
Nevada,2020-03-27,10,0
Nevada,2020-03-28,10,0
Nevada,2020-03-29,15,5
Nevada,2020-03-30,15,0
Nevada,2020-03-31,26,11
Nevada,2020-04-01,31,5
Nevada,2020-04-02,38,7
Nevada,2020-04-03,43,5
Nevada,2020-04-04,46,3
Nevada,2020-04-05,46,0
Nevada,2020-04-06,46,0
Nevada,2020-04-07,72,26
Nevada,2020-04-08,72,0
Nevada,2020-04-09,81,9
Nevada,2020-04-10,90,9
Nevada,2020-04-11,102,12
Nevada,2020-04-12,112,10
Nevada,2020-04-13,114,2
Nevada,2020-04-14,126,12
Nevada,2020-04-15,131,5
Nevada,2020-04-16,137,6
Nevada,2020-04-17,142,5
Nevada,2020-04-18,151,9
Nevada,2020-04-19,158,7
Nevada,2020-04-20,159,1
Nevada,2020-04-21,163,4
Nevada,2020-04-22,172,9
Nevada,2020-04-23,195,23
Nevada,2020-04-24,197,2
Nevada,2020-04-25,205,8
Nevada,2020-04-26,206,1
Nevada,2020-04-27,206,0
Nevada,2020-04-28,219,13
Nevada,2020-04-29,230,11
Nevada,2020-04-30,243,13
Nevada,2020-05-01,246,3
Nevada,2020-05-02,255,9
Nevada,2020-05-03,258,3
Nevada,2020-05-04,265,7
Nevada,2020-05-05,270,5
Nevada,2020-05-06,289,19
Nevada,2020-05-07,297,8
Nevada,2020-05-08,294,-3
Nevada,2020-05-09,313,19
Nevada,2020-05-10,310,-3
Nevada,2020-05-11,312,2
Nevada,2020-05-12,321,9
Nevada,2020-05-13,331,10
Nevada,2020-05-14,333,2
Nevada,2020-05-15,343,10
Nevada,2020-05-16,347,4
Nevada,2020-05-17,350,3
Nevada,2020-05-18,358,8
Nevada,2020-05-19,358,0
Nevada,2020-05-20,377,19
Nevada,2020-05-21,383,6
Nevada,2020-05-22,386,3
Nevada,2020-05-23,387,1
Nevada,2020-05-24,380,-7
Nevada,2020-05-25,394,14
Nevada,2020-05-26,394,0
Nevada,2020-05-27,402,8
Nevada,2020-05-28,406,4
Nevada,2020-05-29,406,0
Nevada,2020-05-30,417,11
Nevada,2020-05-31,417,0
Nevada,2020-06-01,417,0
Nevada,2020-06-02,417,0
Nevada,2020-06-03,431,14
Nevada,2020-06-04,430,-1
Nevada,2020-06-05,436,6
Nevada,2020-06-06,437,1
Nevada,2020-06-07,438,1
Nevada,2020-06-08,442,4
Nevada,2020-06-09,446,4
Nevada,2020-06-10,449,3
Nevada,2020-06-11,459,10
Nevada,2020-06-12,461,2
Nevada,2020-06-13,462,1
Nevada,2020-06-14,463,1
Nevada,2020-06-15,465,2
Nevada,2020-06-16,467,2
Nevada,2020-06-17,473,6
Nevada,2020-06-18,475,2
Nevada,2020-06-19,479,4
Nevada,2020-06-20,486,7
Nevada,2020-06-21,487,1
Nevada,2020-06-22,489,2
Nevada,2020-06-23,492,3
Nevada,2020-06-24,494,2
Nevada,2020-06-25,495,1
Nevada,2020-06-26,498,3
Nevada,2020-06-27,500,2
Nevada,2020-06-28,500,0
Nevada,2020-06-29,504,4
Nevada,2020-06-30,507,3
Nevada,2020-07-01,511,4
Nevada,2020-07-02,525,14
Nevada,2020-07-03,528,3
Nevada,2020-07-04,530,2
Nevada,2020-07-05,534,4
Nevada,2020-07-06,537,3
Nevada,2020-07-07,548,11
Nevada,2020-07-08,553,5
Nevada,2020-07-09,571,18
Nevada,2020-07-10,579,8
Nevada,2020-07-11,592,13
Nevada,2020-07-12,593,1
Nevada,2020-07-13,593,0
Nevada,2020-07-14,612,19
Nevada,2020-07-15,618,6
Nevada,2020-07-16,626,8
Nevada,2020-07-17,637,11
Nevada,2020-07-18,646,9
Nevada,2020-07-19,647,1
Nevada,2020-07-20,648,1
Nevada,2020-07-21,676,28
Nevada,2020-07-22,704,28
Nevada,2020-07-23,709,5
Nevada,2020-07-24,722,13
Nevada,2020-07-25,732,10
Nevada,2020-07-26,734,2
Nevada,2020-07-27,739,5
Nevada,2020-07-28,759,20
Nevada,2020-07-29,780,21
Nevada,2020-07-30,801,21
Nevada,2020-07-31,830,29
Nevada,2020-08-01,832,2
Nevada,2020-08-02,832,0
Nevada,2020-08-03,847,15
Nevada,2020-08-04,862,15
Nevada,2020-08-05,890,28
Nevada,2020-08-06,900,10
Nevada,2020-08-07,920,20
Nevada,2020-08-08,949,29
Nevada,2020-08-09,957,8
Nevada,2020-08-10,963,6
Nevada,2020-08-11,981,18
Nevada,2020-08-12,996,15
Nevada,2020-08-13,1030,34
Nevada,2020-08-14,1045,15
Nevada,2020-08-15,1069,24
Nevada,2020-08-16,1072,3
Nevada,2020-08-17,1077,5
Nevada,2020-08-18,1102,25
Nevada,2020-08-19,1134,32
New Hampshire,2020-01-22,0,0
New Hampshire,2020-01-23,0,0
New Hampshire,2020-01-24,0,0
New Hampshire,2020-01-25,0,0
New Hampshire,2020-01-26,0,0
New Hampshire,2020-01-27,0,0
New Hampshire,2020-01-28,0,0
New Hampshire,2020-01-29,0,0
New Hampshire,2020-01-30,0,0
New Hampshire,2020-01-31,0,0
New Hampshire,2020-02-01,0,0
New Hampshire,2020-02-02,0,0
New Hampshire,2020-02-03,0,0
New Hampshire,2020-02-04,0,0
New Hampshire,2020-02-05,0,0
New Hampshire,2020-02-06,0,0
New Hampshire,2020-02-07,0,0
New Hampshire,2020-02-08,0,0
New Hampshire,2020-02-09,0,0
New Hampshire,2020-02-10,0,0
New Hampshire,2020-02-11,0,0
New Hampshire,2020-02-12,0,0
New Hampshire,2020-02-13,0,0
New Hampshire,2020-02-14,0,0
New Hampshire,2020-02-15,0,0
New Hampshire,2020-02-16,0,0
New Hampshire,2020-02-17,0,0
New Hampshire,2020-02-18,0,0
New Hampshire,2020-02-19,0,0
New Hampshire,2020-02-20,0,0
New Hampshire,2020-02-21,0,0
New Hampshire,2020-02-22,0,0
New Hampshire,2020-02-23,0,0
New Hampshire,2020-02-24,0,0
New Hampshire,2020-02-25,0,0
New Hampshire,2020-02-26,0,0
New Hampshire,2020-02-27,0,0
New Hampshire,2020-02-28,0,0
New Hampshire,2020-02-29,0,0
New Hampshire,2020-03-01,0,0
New Hampshire,2020-03-02,0,0
New Hampshire,2020-03-03,0,0
New Hampshire,2020-03-04,0,0
New Hampshire,2020-03-05,0,0
New Hampshire,2020-03-06,0,0
New Hampshire,2020-03-07,0,0
New Hampshire,2020-03-08,0,0
New Hampshire,2020-03-09,0,0
New Hampshire,2020-03-10,0,0
New Hampshire,2020-03-11,0,0
New Hampshire,2020-03-12,0,0
New Hampshire,2020-03-13,0,0
New Hampshire,2020-03-14,0,0
New Hampshire,2020-03-15,0,0
New Hampshire,2020-03-16,0,0
New Hampshire,2020-03-17,0,0
New Hampshire,2020-03-18,0,0
New Hampshire,2020-03-19,0,0
New Hampshire,2020-03-20,0,0
New Hampshire,2020-03-21,0,0
New Hampshire,2020-03-22,0,0
New Hampshire,2020-03-23,1,1
New Hampshire,2020-03-24,1,0
New Hampshire,2020-03-25,1,0
New Hampshire,2020-03-26,1,0
New Hampshire,2020-03-27,1,0
New Hampshire,2020-03-28,2,1
New Hampshire,2020-03-29,2,0
New Hampshire,2020-03-30,3,1
New Hampshire,2020-03-31,3,0
New Hampshire,2020-04-01,3,0
New Hampshire,2020-04-02,3,0
New Hampshire,2020-04-03,5,2
New Hampshire,2020-04-04,7,2
New Hampshire,2020-04-05,9,2
New Hampshire,2020-04-06,9,0
New Hampshire,2020-04-07,9,0
New Hampshire,2020-04-08,13,4
New Hampshire,2020-04-09,21,8
New Hampshire,2020-04-10,21,0
New Hampshire,2020-04-11,22,1
New Hampshire,2020-04-12,23,1
New Hampshire,2020-04-13,23,0
New Hampshire,2020-04-14,25,2
New Hampshire,2020-04-15,32,7
New Hampshire,2020-04-16,32,0
New Hampshire,2020-04-17,37,5
New Hampshire,2020-04-18,38,1
New Hampshire,2020-04-19,38,0
New Hampshire,2020-04-20,42,4
New Hampshire,2020-04-21,42,0
New Hampshire,2020-04-22,48,6
New Hampshire,2020-04-23,51,3
New Hampshire,2020-04-24,53,2
New Hampshire,2020-04-25,53,0
New Hampshire,2020-04-26,60,7
New Hampshire,2020-04-27,60,0
New Hampshire,2020-04-28,60,0
New Hampshire,2020-04-29,60,0
New Hampshire,2020-04-30,72,12
New Hampshire,2020-05-01,81,9
New Hampshire,2020-05-02,84,3
New Hampshire,2020-05-03,86,2
New Hampshire,2020-05-04,86,0
New Hampshire,2020-05-05,92,6
New Hampshire,2020-05-06,92,0
New Hampshire,2020-05-07,114,22
New Hampshire,2020-05-08,121,7
New Hampshire,2020-05-09,131,10
New Hampshire,2020-05-10,133,2
New Hampshire,2020-05-11,133,0
New Hampshire,2020-05-12,142,9
New Hampshire,2020-05-13,150,8
New Hampshire,2020-05-14,151,1
New Hampshire,2020-05-15,159,8
New Hampshire,2020-05-16,171,12
New Hampshire,2020-05-17,172,1
New Hampshire,2020-05-18,172,0
New Hampshire,2020-05-19,172,0
New Hampshire,2020-05-20,190,18
New Hampshire,2020-05-21,199,9
New Hampshire,2020-05-22,204,5
New Hampshire,2020-05-23,208,4
New Hampshire,2020-05-24,209,1
New Hampshire,2020-05-25,210,1
New Hampshire,2020-05-26,214,4
New Hampshire,2020-05-27,223,9
New Hampshire,2020-05-28,232,9
New Hampshire,2020-05-29,238,6
New Hampshire,2020-05-30,238,0
New Hampshire,2020-05-31,245,7
New Hampshire,2020-06-01,245,0
New Hampshire,2020-06-02,256,11
New Hampshire,2020-06-03,265,9
New Hampshire,2020-06-04,273,8
New Hampshire,2020-06-05,278,5
New Hampshire,2020-06-06,283,5
New Hampshire,2020-06-07,286,3
New Hampshire,2020-06-08,286,0
New Hampshire,2020-06-09,286,0
New Hampshire,2020-06-10,301,15
New Hampshire,2020-06-11,308,7
New Hampshire,2020-06-12,315,7
New Hampshire,2020-06-13,318,3
New Hampshire,2020-06-14,320,2
New Hampshire,2020-06-15,320,0
New Hampshire,2020-06-16,326,6
New Hampshire,2020-06-17,330,4
New Hampshire,2020-06-18,331,1
New Hampshire,2020-06-19,337,6
New Hampshire,2020-06-20,339,2
New Hampshire,2020-06-21,339,0
New Hampshire,2020-06-22,339,0
New Hampshire,2020-06-23,343,4
New Hampshire,2020-06-24,347,4
New Hampshire,2020-06-25,357,10
New Hampshire,2020-06-26,365,8
New Hampshire,2020-06-27,367,2
New Hampshire,2020-06-28,367,0
New Hampshire,2020-06-29,367,0
New Hampshire,2020-06-30,371,4
New Hampshire,2020-07-01,373,2
New Hampshire,2020-07-02,375,2
New Hampshire,2020-07-03,376,1
New Hampshire,2020-07-04,379,3
New Hampshire,2020-07-05,381,2
New Hampshire,2020-07-06,382,1
New Hampshire,2020-07-07,384,2
New Hampshire,2020-07-08,386,2
New Hampshire,2020-07-09,387,1
New Hampshire,2020-07-10,390,3
New Hampshire,2020-07-11,391,1
New Hampshire,2020-07-12,391,0
New Hampshire,2020-07-13,391,0
New Hampshire,2020-07-14,392,1
New Hampshire,2020-07-15,394,2
New Hampshire,2020-07-16,395,1
New Hampshire,2020-07-17,395,0
New Hampshire,2020-07-18,396,1
New Hampshire,2020-07-19,398,2
New Hampshire,2020-07-20,398,0
New Hampshire,2020-07-21,400,2
New Hampshire,2020-07-22,402,2
New Hampshire,2020-07-23,405,3
New Hampshire,2020-07-24,407,2
New Hampshire,2020-07-25,409,2
New Hampshire,2020-07-26,409,0
New Hampshire,2020-07-27,409,0
New Hampshire,2020-07-28,409,0
New Hampshire,2020-07-29,411,2
New Hampshire,2020-07-30,415,4
New Hampshire,2020-07-31,415,0
New Hampshire,2020-08-01,416,1
New Hampshire,2020-08-02,417,1
New Hampshire,2020-08-03,417,0
New Hampshire,2020-08-04,418,1
New Hampshire,2020-08-05,418,0
New Hampshire,2020-08-06,419,1
New Hampshire,2020-08-07,419,0
New Hampshire,2020-08-08,419,0
New Hampshire,2020-08-09,419,0
New Hampshire,2020-08-10,419,0
New Hampshire,2020-08-11,419,0
New Hampshire,2020-08-12,420,1
New Hampshire,2020-08-13,422,2
New Hampshire,2020-08-14,423,1
New Hampshire,2020-08-15,423,0
New Hampshire,2020-08-16,423,0
New Hampshire,2020-08-17,423,0
New Hampshire,2020-08-18,424,1
New Hampshire,2020-08-19,427,3
New Jersey,2020-01-22,0,0
New Jersey,2020-01-23,0,0
New Jersey,2020-01-24,0,0
New Jersey,2020-01-25,0,0
New Jersey,2020-01-26,0,0
New Jersey,2020-01-27,0,0
New Jersey,2020-01-28,0,0
New Jersey,2020-01-29,0,0
New Jersey,2020-01-30,0,0
New Jersey,2020-01-31,0,0
New Jersey,2020-02-01,0,0
New Jersey,2020-02-02,0,0
New Jersey,2020-02-03,0,0
New Jersey,2020-02-04,0,0
New Jersey,2020-02-05,0,0
New Jersey,2020-02-06,0,0
New Jersey,2020-02-07,0,0
New Jersey,2020-02-08,0,0
New Jersey,2020-02-09,0,0
New Jersey,2020-02-10,0,0
New Jersey,2020-02-11,0,0
New Jersey,2020-02-12,0,0
New Jersey,2020-02-13,0,0
New Jersey,2020-02-14,0,0
New Jersey,2020-02-15,0,0
New Jersey,2020-02-16,0,0
New Jersey,2020-02-17,0,0
New Jersey,2020-02-18,0,0
New Jersey,2020-02-19,0,0
New Jersey,2020-02-20,0,0
New Jersey,2020-02-21,0,0
New Jersey,2020-02-22,0,0
New Jersey,2020-02-23,0,0
New Jersey,2020-02-24,0,0
New Jersey,2020-02-25,0,0
New Jersey,2020-02-26,0,0
New Jersey,2020-02-27,0,0
New Jersey,2020-02-28,0,0
New Jersey,2020-02-29,0,0
New Jersey,2020-03-01,0,0
New Jersey,2020-03-02,0,0
New Jersey,2020-03-03,0,0
New Jersey,2020-03-04,0,0
New Jersey,2020-03-05,0,0
New Jersey,2020-03-06,0,0
New Jersey,2020-03-07,0,0
New Jersey,2020-03-08,0,0
New Jersey,2020-03-09,0,0
New Jersey,2020-03-10,1,1
New Jersey,2020-03-11,1,0
New Jersey,2020-03-12,1,0
New Jersey,2020-03-13,1,0
New Jersey,2020-03-14,1,0
New Jersey,2020-03-15,2,1
New Jersey,2020-03-16,2,0
New Jersey,2020-03-17,4,2
New Jersey,2020-03-18,7,3
New Jersey,2020-03-19,13,6
New Jersey,2020-03-20,16,3
New Jersey,2020-03-21,22,6
New Jersey,2020-03-22,29,7
New Jersey,2020-03-23,40,11
New Jersey,2020-03-24,60,20
New Jersey,2020-03-25,81,21
New Jersey,2020-03-26,109,28
New Jersey,2020-03-27,141,32
New Jersey,2020-03-28,192,51
New Jersey,2020-03-29,219,27
New Jersey,2020-03-30,268,49
New Jersey,2020-03-31,366,98
New Jersey,2020-04-01,476,110
New Jersey,2020-04-02,681,205
New Jersey,2020-04-03,817,136
New Jersey,2020-04-04,1059,242
New Jersey,2020-04-05,1185,126
New Jersey,2020-04-06,1337,152
New Jersey,2020-04-07,1633,296
New Jersey,2020-04-08,1974,341
New Jersey,2020-04-09,2250,276
New Jersey,2020-04-10,2529,279
New Jersey,2020-04-11,2854,325
New Jersey,2020-04-12,3096,242
New Jersey,2020-04-13,3263,167
New Jersey,2020-04-14,3678,415
New Jersey,2020-04-15,4088,410
New Jersey,2020-04-16,4510,422
New Jersey,2020-04-17,4881,371
New Jersey,2020-04-18,5169,288
New Jersey,2020-04-19,5505,336
New Jersey,2020-04-20,5678,173
New Jersey,2020-04-21,5974,296
New Jersey,2020-04-22,6407,433
New Jersey,2020-04-23,6713,306
New Jersey,2020-04-24,7003,290
New Jersey,2020-04-25,7274,271
New Jersey,2020-04-26,7330,56
New Jersey,2020-04-27,7473,143
New Jersey,2020-04-28,7904,431
New Jersey,2020-04-29,8254,350
New Jersey,2020-04-30,8737,483
New Jersey,2020-05-01,9072,335
New Jersey,2020-05-02,9302,230
New Jersey,2020-05-03,9456,154
New Jersey,2020-05-04,9519,63
New Jersey,2020-05-05,9863,344
New Jersey,2020-05-06,10187,324
New Jersey,2020-05-07,10460,273
New Jersey,2020-05-08,10635,175
New Jersey,2020-05-09,10805,170
New Jersey,2020-05-10,10962,157
New Jersey,2020-05-11,11053,91
New Jersey,2020-05-12,11256,203
New Jersey,2020-05-13,11448,192
New Jersey,2020-05-14,11689,241
New Jersey,2020-05-15,11895,206
New Jersey,2020-05-16,12013,118
New Jersey,2020-05-17,12118,105
New Jersey,2020-05-18,12200,82
New Jersey,2020-05-19,12349,149
New Jersey,2020-05-20,12520,171
New Jersey,2020-05-21,12623,103
New Jersey,2020-05-22,12769,146
New Jersey,2020-05-23,12869,100
New Jersey,2020-05-24,12927,58
New Jersey,2020-05-25,12941,14
New Jersey,2020-05-26,12994,53
New Jersey,2020-05-27,13143,149
New Jersey,2020-05-28,13218,75
New Jersey,2020-05-29,13345,127
New Jersey,2020-05-30,13450,105
New Jersey,2020-05-31,13518,68
New Jersey,2020-06-01,13547,29
New Jersey,2020-06-02,13599,52
New Jersey,2020-06-03,13710,111
New Jersey,2020-06-04,13805,95
New Jersey,2020-06-05,13887,82
New Jersey,2020-06-06,13945,58
New Jersey,2020-06-07,14016,71
New Jersey,2020-06-08,14055,39
New Jersey,2020-06-09,14148,93
New Jersey,2020-06-10,14224,76
New Jersey,2020-06-11,14291,67
New Jersey,2020-06-12,14341,50
New Jersey,2020-06-13,14476,135
New Jersey,2020-06-14,14515,39
New Jersey,2020-06-15,14565,50
New Jersey,2020-06-16,14651,86
New Jersey,2020-06-17,14694,43
New Jersey,2020-06-18,14729,35
New Jersey,2020-06-19,14762,33
New Jersey,2020-06-20,14785,23
New Jersey,2020-06-21,14802,17
New Jersey,2020-06-22,14840,38
New Jersey,2020-06-23,14893,53
New Jersey,2020-06-24,14944,51
New Jersey,2020-06-25,14872,-72
New Jersey,2020-06-26,14914,42
New Jersey,2020-06-27,14948,34
New Jersey,2020-06-28,14975,27
New Jersey,2020-06-29,14992,17
New Jersey,2020-06-30,15035,43
New Jersey,2020-07-01,15078,43
New Jersey,2020-07-02,15107,29
New Jersey,2020-07-03,15164,57
New Jersey,2020-07-04,15189,25
New Jersey,2020-07-05,15211,22
New Jersey,2020-07-06,15229,18
New Jersey,2020-07-07,15281,52
New Jersey,2020-07-08,15332,51
New Jersey,2020-07-09,15448,116
New Jersey,2020-07-10,15479,31
New Jersey,2020-07-11,15525,46
New Jersey,2020-07-12,15525,0
New Jersey,2020-07-13,15560,35
New Jersey,2020-07-14,15582,22
New Jersey,2020-07-15,15634,52
New Jersey,2020-07-16,15665,31
New Jersey,2020-07-17,15684,19
New Jersey,2020-07-18,15699,15
New Jersey,2020-07-19,15706,7
New Jersey,2020-07-20,15715,9
New Jersey,2020-07-21,15737,22
New Jersey,2020-07-22,15707,-30
New Jersey,2020-07-23,15730,23
New Jersey,2020-07-24,15765,35
New Jersey,2020-07-25,15776,11
New Jersey,2020-07-26,15787,11
New Jersey,2020-07-27,15804,17
New Jersey,2020-07-28,15825,21
New Jersey,2020-07-29,15798,-27
New Jersey,2020-07-30,15809,11
New Jersey,2020-07-31,15819,10
New Jersey,2020-08-01,15830,11
New Jersey,2020-08-02,15836,6
New Jersey,2020-08-03,15846,10
New Jersey,2020-08-04,15857,11
New Jersey,2020-08-05,15842,-15
New Jersey,2020-08-06,15849,7
New Jersey,2020-08-07,15849,0
New Jersey,2020-08-08,15869,20
New Jersey,2020-08-09,15874,5
New Jersey,2020-08-10,15878,4
New Jersey,2020-08-11,15890,12
New Jersey,2020-08-12,15885,-5
New Jersey,2020-08-13,15893,8
New Jersey,2020-08-14,15903,10
New Jersey,2020-08-15,15910,7
New Jersey,2020-08-16,15912,2
New Jersey,2020-08-17,15916,4
New Jersey,2020-08-18,15925,9
New Jersey,2020-08-19,15926,1
New Mexico,2020-01-22,0,0
New Mexico,2020-01-23,0,0
New Mexico,2020-01-24,0,0
New Mexico,2020-01-25,0,0
New Mexico,2020-01-26,0,0
New Mexico,2020-01-27,0,0
New Mexico,2020-01-28,0,0
New Mexico,2020-01-29,0,0
New Mexico,2020-01-30,0,0
New Mexico,2020-01-31,0,0
New Mexico,2020-02-01,0,0
New Mexico,2020-02-02,0,0
New Mexico,2020-02-03,0,0
New Mexico,2020-02-04,0,0
New Mexico,2020-02-05,0,0
New Mexico,2020-02-06,0,0
New Mexico,2020-02-07,0,0
New Mexico,2020-02-08,0,0
New Mexico,2020-02-09,0,0
New Mexico,2020-02-10,0,0
New Mexico,2020-02-11,0,0
New Mexico,2020-02-12,0,0
New Mexico,2020-02-13,0,0
New Mexico,2020-02-14,0,0
New Mexico,2020-02-15,0,0
New Mexico,2020-02-16,0,0
New Mexico,2020-02-17,0,0
New Mexico,2020-02-18,0,0
New Mexico,2020-02-19,0,0
