id,dcbt,age,female,salary,exp,score,hq,claims
13211,0,30.586105,1,19.418591,.8402642,4.0525613,0,655.93988
13212,0,41.323517,0,.041864153,8.2132196,2.6071074,0,324.46234
13213,0,44.382683,0,6.1357069,17.334822,3.6760123,1,556.66827
13214,0,51.533806,1,5.964211,17.843727,3.2780333,0,868.95703
13215,0,40.686657,0,20.691835,3.7031562,2.1993971,0,398.806
13216,1,47.965729,0,8.6637125,.74128771,4.8077731,1,507.87894
13217,0,33.15456,0,.41024917,11.499882,2.2163956,0,91.644012
13218,0,51.538811,1,7.6628094,25.050543,7.1592293,1,1015.6827
13219,0,18.328358,0,5.7402668,16.680555,5.5017738,0,140.89662
13220,0,52.386662,1,1.4358615,15.693376,7.7489953,0,1014.9938
13221,0,36.725636,1,3.1611583,1.2023823,.85161948,0,735.31097
13222,0,30.259794,1,1.0968302,6.2850904,1.8941156,1,618.05884
13223,0,36.305897,1,.95362115,10.743027,3.8831663,0,625.83069
13224,0,47.633453,1,5.3345962,17.274271,5.1175628,0,758.48871
13225,0,42.141331,1,9.1346283,9.1022539,4.3327713,0,832.68103
13226,0,47.398216,0,1.7516286,5.1140366,8.4087048,0,552.41107
13227,0,47.961277,1,1.7466267,15.525701,4.9615192,0,790.39691
13228,0,24.756773,0,2.0171282,3.268008,7.6054859,0,330.37103
13229,0,49.761337,1,7.8757367,16.763983,7.8145289,0,915.23865
13230,0,37.133286,0,13.273033,2.2420151,3.2678502,0,530.95483
13231,0,45.680946,1,.29115415,17.067205,12.883004,0,693.4151
13232,0,38.990772,1,13.134649,10.625402,3.0335028,0,831.76825
13233,0,36.271786,1,7.9284163,13.793188,7.3698888,0,609.97491
13234,0,49.681389,1,13.052351,4.523675,3.0825298,1,964.07166
13235,0,63.746372,1,14.373975,14.301907,3.0449259,1,1192.0348
13236,0,50.096519,1,1.9472386,10.566598,7.1678548,0,820.61346
13237,0,36.92104,1,.63379127,9.2919035,5.2815752,0,599.07336
13238,0,34.511909,1,19.355965,10.345071,3.3414445,0,771.49335
13239,0,56.233147,0,1.9283632,20.260551,5.6213102,0,569.08801
13240,0,38.909874,0,5.4688363,17.122679,10.316441,0,375.35806
13241,0,35.247375,1,5.8426037,2.3849108,8.8402777,0,682.0246
13242,0,36.364513,0,8.5465689,13.050153,3.2727566,0,383.8114
13243,0,37.306252,1,8.5762691,18.884729,5.0684032,0,562.92603
13244,0,40.631332,0,10.583694,15.83154,6.6714625,0,552.7041
13245,0,50.604565,1,8.3261471,9.4425755,6.2891698,0,795.59613
13246,0,41.102211,1,6.8945727,12.012962,1.9487083,0,767.55817
13247,0,42.933205,0,8.2965832,14.389321,6.5988274,0,501.11624
13248,0,34.300922,0,12.332776,15.197204,4.5724115,0,222.59734
13249,0,34.46254,1,1.0428487,9.6915159,1.0138147,0,483.14948
13250,0,45.001602,0,1.0066563,32.520744,2.8683465,0,422.46445
13251,0,50.673389,1,8.6880465,4.1656823,5.6652603,0,928.30939
13252,0,45.76693,1,15.326011,16.341707,7.9309011,0,796.94659
13253,0,32.865055,1,10.723985,13.681077,5.2832913,0,761.39038
13254,0,50.061985,0,4.3621035,14.679786,7.3840694,0,572.27734
13255,0,45.21122,0,7.6691246,4.0425491,.90096301,0,418.71994
13256,0,41.99136,0,4.7404084,15.157351,5.118969,0,401.51874
13257,1,36.725861,1,4.3707747,12.723482,4.824399,1,732.84222
13258,0,52.916504,1,.12035714,23.46837,9.0329361,0,882.65546
13259,1,48.254253,1,1.3950692,18.640209,8.2593279,0,915.77148
13260,0,27.180174,0,6.3737059,10.300184,9.0947409,0,278.23969
13261,0,57.604897,0,4.4384294,16.340002,8.3639822,0,359.35068
13262,0,43.808044,0,5.4563184,24.396835,7.6785493,0,580.66022
13263,0,28.798237,0,12.578151,7.7396245,7.4193726,0,173.22713
13264,0,37.849804,0,7.637639,14.091264,8.6567602,1,507.48151
13265,0,29.423409,0,2.4909554,2.1809318,5.9214239,0,295.01678
13266,0,36.606617,0,6.6164312,9.7744017,8.2995396,0,545.05035
13267,0,44.706635,1,15.35473,4.2549663,6.5808291,0,1014.6617
13268,0,52.268303,0,9.7945375,7.0453911,4.876266,0,727.95575
13269,0,40.518597,0,1.2737428,9.9375286,8.7841549,0,568.41296
13270,0,57.375404,0,5.2186956,17.01288,3.4289451,0,569.17609
13271,1,50.733021,1,.70317215,18.940941,2.9059062,0,676.38782
13272,0,36.30756,1,.38648888,9.0418482,9.4923754,0,616.97461
13273,0,31.384672,0,7.0649996,18.285418,4.0422058,0,227.32083
13274,0,37.199173,1,3.5807693,6.3259268,1.7953037,0,735.94501
13275,0,48.581749,0,1.7902064,.81211495,5.8614597,1,385.31125
13276,0,43.67926,0,.27261412,11.384121,.096621856,0,229.86259
13277,0,40.380447,1,22.498009,8.3521423,10.641372,1,909.23535
13278,0,67.981659,0,12.386127,16.818157,4.7894711,0,879.46246
13279,0,39.157711,1,7.3524594,23.824066,8.2261868,0,812.2337
13280,0,48.394505,0,5.6313233,11.45022,6.4030876,0,628.08289
13281,0,39.79771,0,1.3998827,12.482349,9.6569376,0,486.9566
13282,0,44.973679,1,.43991438,26.237247,2.6328964,0,815.13025
13283,0,45.668571,1,9.096837,20.791769,-.76642549,0,759.46094
13284,0,48.001419,0,1.0999923,11.200314,8.9470253,0,763.32672
13285,0,62.242508,1,2.0287828,12.756613,7.7242107,0,957.5
13286,0,49.524441,0,5.737186,14.052216,6.5312467,0,669.91333
13287,0,60.879524,0,18.771822,19.175255,9.0691795,0,782.22015
13288,0,49.318279,0,15.488882,12.926228,9.6807919,0,747.16443
13289,0,35.07856,0,31.239388,6.003942,4.7740703,0,545.0213
13290,0,38.979313,0,6.9846296,14.755546,5.1699853,0,335.85535
13291,0,39.826157,1,5.2239351,10.181918,6.4778867,0,814.07092
13292,0,44.606628,0,13.855015,11.168691,6.1975241,0,539.36865
13293,0,29.509947,1,1.8755747,14.068503,5.7498002,0,617.36108
13294,0,20.719826,0,7.5339255,20.101101,5.5208502,0,160.38533
13295,0,44.334953,0,5.5913601,2.6625381,4.4353008,0,358.18893
13296,0,54.314369,0,11.277139,25.880371,3.0170939,0,473.91922
13297,0,43.178082,0,2.4367962,23.261847,7.3155932,0,692.17889
13298,0,49.915596,0,2.8104362,2.171859,9.2473936,0,628.85748
13299,0,32.196777,0,6.434701,9.2993832,2.8456845,0,211.04559
13300,0,52.487782,1,7.9891286,.26335779,5.5212274,1,1037.1508
13301,0,56.395363,1,7.9873939,20.367176,-1.0836349,0,901.03394
13302,0,32.415886,1,1.1739844,11.017484,4.6287818,1,685.15948
13303,0,58.212444,1,4.3406506,14.832567,2.9971724,0,903.12653
13304,0,30.7195,0,3.0216131,16.012939,.71853799,0,263.92984
13305,0,53.670101,1,7.4344187,12.056973,7.0961485,1,1221.7396
13306,0,60.750847,0,2.6581497,30.090923,6.4274344,0,701.51129
13307,0,49.080307,1,6.2743306,7.5678768,4.1398473,0,787.58496
13308,0,43.701347,1,10.12761,.48317799,9.0088196,0,899.39227
13309,0,74.040756,0,10.265827,12.24476,3.310333,0,853.66199
13310,0,44.326775,1,.4689928,20.137449,10.37548,0,781.71686
13311,0,28.829878,1,12.286731,12.007021,-1.2105585,1,561.25958
13312,0,56.53381,0,4.0246139,17.638819,3.052501,0,536.21967
13313,0,43.118645,1,6.4717407,14.567276,8.1910934,0,705.29761
13314,0,26.69676,0,1.6890805,14.102695,5.9365749,0,163.79709
13315,0,23.417765,1,2.4830012,13.89946,5.3129687,0,342.82077
13316,0,40.295601,1,3.2343307,12.268613,1.9888037,0,686.53558
13317,0,47.382484,1,3.6805265,10.196285,6.2956967,0,1027.0991
13318,0,22.903086,1,3.68925,2.7578697,8.2164726,1,305.27893
13319,0,34.204571,1,.62169927,2.6988049,7.6125083,0,622.20935
13320,1,52.317554,1,26.002268,17.880325,6.77812,0,876.33191
13321,0,34.530209,1,.13889845,20.076246,5.7430482,0,683.40637
13322,0,33.964455,0,9.6458254,11.361255,5.9622712,0,299.41736
13323,0,27.393524,0,11.171575,9.5201788,5.5049415,0,321.11142
13324,0,34.249729,0,1.709182,23.974335,4.0698996,0,292.99911
13325,0,49.018188,1,6.8240771,6.7482924,6.7785711,0,955.42615
13326,0,46.287624,1,2.3742847,10.47383,4.0580859,0,830.74799
13327,0,38.51405,0,10.089357,1.6991637,7.7833643,0,415.71362
13328,0,57.413082,1,23.096945,8.1703415,5.6056666,0,1122.3348
13329,0,63.845676,1,3.7800114,15.430609,6.4199791,0,1220.8027
13330,0,34.168488,1,18.156443,.26483804,1.9041077,0,703.78003
13331,0,58.60825,1,1.7980994,8.438653,3.3548012,0,1137.5719
13332,0,36.41898,0,5.3901262,4.3799787,9.2962408,0,435.74619
13333,0,46.93824,1,4.7210693,14.637556,9.8173075,0,727.15997
13334,0,24.812363,1,9.7055569,13.259159,5.4630542,0,671.91486
13335,0,42.142159,1,9.292573,9.0822973,3.8350317,0,857.37775
13336,0,34.044617,0,.2561605,22.665173,6.7147317,0,174.27716
13337,0,34.662617,1,10.043531,12.546012,6.461813,0,883.61493
13338,0,36.511086,1,4.2996521,15.54939,.51155692,0,722.16235
13339,0,30.371117,1,7.3321123,21.02047,5.463181,0,554.98346
13340,0,27.792696,0,4.7936502,4.8684134,-1.2219263,0,108.95992
13341,0,31.465637,1,1.4865458,12.093591,4.8617129,0,556.08551
13342,0,41.205551,1,.81490749,.29920918,2.9575815,0,805.81378
13343,0,50.335556,0,1.4503317,9.4912853,2.1992517,0,570.70959
13344,0,54.446407,1,5.3692098,9.1347265,6.8123956,0,987.38422
13345,0,45.741314,1,.011077455,17.373848,8.1863346,0,750.12469
13346,0,21.247784,1,13.515839,16.692158,9.7473583,0,660.48602
13347,0,19.675667,1,.32223216,9.877346,1.5790107,0,506.8013
13348,0,32.691074,1,9.6197386,2.3640387,4.6134634,0,616.80701
13349,0,36.010433,1,13.626524,8.5333452,6.7989211,0,686.21686
13350,1,46.104336,1,2.0151041,12.069898,8.1915255,0,586.60992
13351,0,58.725849,1,4.093359,18.46545,11.186278,1,925.54132
13352,0,50.889645,0,3.0502062,3.7017462,6.2990551,0,515.54034
13353,0,55.028175,0,1.3396485,6.3152838,.75606388,0,465.31113
13354,0,46.937542,1,1.0805718,4.6630692,5.5925264,0,870.26154
13355,0,34.361851,1,17.947212,27.524075,4.4676857,0,819.63751
13356,0,52.899994,1,10.31126,7.7770977,7.7982378,1,1086.9385
13357,0,39.939877,1,.24610355,20.856382,7.1411004,0,616.44269
13358,0,39.004578,0,6.3617306,7.1995864,8.0648518,0,597.27313
13359,0,41.569569,1,14.338259,13.094068,3.5048244,0,764.49725
13360,0,23.52844,0,1.452984,17.239653,8.9955482,0,303.14468
13361,0,38.738438,1,18.991352,18.138155,6.5032897,0,790.99713
13362,0,40.304337,0,.27427357,23.52986,5.9773669,0,533.40247
13363,0,51.030842,1,21.716679,15.987776,7.5330634,0,981.07532
13364,0,29.344748,0,11.859008,9.1688538,7.4180489,0,263.33737
13365,0,34.350704,1,4.3904214,7.8008795,5.3066363,0,539.08875
13366,1,48.303043,0,.69912302,11.318355,3.7374446,1,482.1376
13367,0,28.469383,0,6.3880501,13.813817,4.690783,0,335.59665
13368,0,30.305382,1,4.3354921,6.4294105,9.2745132,0,717.07654
13369,0,89.337471,1,15.035339,3.9611118,9.0320702,0,1262.0085
13370,0,21.815067,0,3.7101963,3.9599078,2.6791351,0,26.647581
13371,0,42.841423,1,5.0160289,3.4036121,4.715601,0,896.2157
13372,1,39.971863,1,6.7049017,19.932949,7.123116,0,563.8382
13373,0,39.403332,1,18.750801,5.4151645,5.820426,0,815.02069
13374,0,53.674393,1,8.7668171,2.7609863,2.9556878,0,867.45044
13375,0,24.288446,1,4.8616943,10.603909,5.2465224,0,465.21234
13376,0,39.784458,1,3.8947818,8.4516487,9.5658493,0,628.08203
13377,0,40.43652,1,2.2881496,12.487976,7.0354738,0,860.11493
13378,0,27.979691,0,10.85216,26.159145,5.0707245,1,465.99292
13379,0,71.390717,1,9.938942,11.294497,2.5291579,0,1137.5056
13380,0,34.819908,0,2.36339,2.0699069,3.7311702,0,428.70331
13381,0,57.154999,0,9.9478474,9.8665257,8.8896027,0,900.73047
13382,0,35.96513,1,1.511596,8.0004425,3.4339006,1,527.82416
13383,0,33.454781,1,7.2513285,13.584185,6.9577188,0,659.09985
13384,0,32.524113,0,9.8569336,13.686419,6.4209733,0,294.13904
13385,1,62.364479,1,4.7549462,14.980251,4.7769227,0,881.70038
13386,0,31.55364,1,2.9364166,1.5970309,7.2659616,1,685.09192
13387,0,37.928574,0,2.8908968,5.0507965,4.5198145,0,367.66367
13388,0,35.922482,1,1.2254666,12.498374,11.090082,0,548.50421
13389,0,46.497498,0,7.7180986,2.9146583,8.74681,0,605.78644
13390,0,54.816326,0,2.2050543,19.753088,2.5395522,0,634.16553
13391,0,38.320538,0,2.2089927,6.3978143,5.1893077,1,483.66678
13392,1,37.31918,0,5.1843243,13.696655,-.50096172,0,157.99188
13393,0,36.76289,1,8.0432739,13.383373,3.2506554,0,795.92493
13394,1,30.785847,0,.88601267,21.958546,8.0975418,0,276.58307
13395,0,42.710903,0,1.0131166,4.8023548,7.4824767,0,392.7406
13396,1,33.954205,1,5.6822467,3.8126349,9.0413456,0,493.11792
13397,0,32.645924,1,6.3987827,12.072068,4.9456811,1,821.51764
13398,0,42.220135,0,.52691096,2.0300972,2.7369211,0,278.53381
13399,0,48.654491,1,6.0997677,4.9292812,4.3455615,1,897.79504
13400,0,49.889397,1,.98193145,4.0665317,2.7768552,0,788.17065
13401,0,42.053818,1,20.242254,14.072553,6.7815409,0,877.42297
13402,0,34.412457,0,3.4088216,15.742561,5.0999889,0,403.86618
13403,0,25.388859,0,4.5204592,9.8900537,6.0330873,0,191.94839
13404,0,54.904961,1,1.1920978,4.0214787,5.0567164,0,967.31049
13405,0,22.693102,1,1.6738292,2.4295599,6.2361732,0,405.72641
13406,0,53.185238,0,9.2119818,16.907711,12.36165,1,928.76367
13407,0,39.884842,0,3.1265428,19.380373,4.9681578,0,202.61942
13408,0,60.939766,0,1.151619,19.267694,-.59696221,0,677.80573
13409,0,44.102081,0,.44271728,3.931726,2.6727986,1,457.05978
13410,0,32.132183,1,4.6533813,14.313022,4.6357684,0,644.55273
13411,0,56.511654,1,.19575818,12.686259,5.2233887,0,922.29932
13412,0,37.001175,1,14.188029,14.45855,4.5462551,0,647.82092
13413,0,22.282913,0,.4367626,6.2908297,3.0105126,0,114.10702
13414,0,44.552269,0,6.7266974,15.386969,4.9068527,0,542.38824
13415,0,47.886177,0,13.420822,11.875841,-.074590631,0,609.42615
13416,0,46.656879,0,3.1530662,15.60686,7.9370842,0,383.4104
13417,0,49.791302,0,2.5258336,7.9736967,6.9674964,0,371.22549
13418,0,31.933798,0,1.5887847,8.6340342,4.187253,0,75.418976
13419,0,33.697811,0,6.0808482,9.7455769,2.0329232,0,264.11942
13420,0,43.528625,0,19.764912,4.3878746,8.2319155,0,518.54053
13421,0,29.288761,0,3.5246098,15.39228,4.0469713,1,369.95099
13422,0,63.704845,0,8.4533682,20.231337,1.1283498,0,696.76019
13423,0,45.920284,0,4.3152847,2.3907466,7.9206352,0,375.09708
13424,0,44.553154,1,.8064369,11.82866,5.4832115,0,651.80212
13425,0,24.855251,0,1.1206069,14.769688,6.3330927,0,219.26935
13426,0,53.79678,0,1.9567043,18.171122,6.696548,1,650.83911
13427,0,46.886467,1,2.3391244,2.1650259,3.8424582,0,794.0824
13428,0,47.817387,1,.56355542,16.148142,2.4411993,1,788.07861
13429,0,19.180479,0,8.3525724,17.499296,5.0495133,0,158.78407
13430,0,45.893803,0,.63986593,9.9806013,3.8405979,0,569.84949
13431,0,56.892181,1,3.6380949,12.812056,3.5022099,0,972.74457
13432,0,24.965799,1,10.801953,11.271626,8.7340126,0,534.39453
13433,0,58.391724,0,.58682901,.72263217,4.9169426,0,698.13055
13434,0,37.493416,1,4.3120794,1.8850032,4.2249441,0,625.84192
13435,0,72.399902,1,.73205584,5.0621252,3.9472861,0,1133.319
13436,0,35.50872,1,20.365917,7.7564068,6.3817773,0,755.32727
13437,0,44.553867,0,1.12606,6.9902353,5.1423316,0,478.0011
13438,0,42.404228,1,7.1142387,16.106607,6.3370881,0,770.08075
13439,0,42.794437,0,7.0669861,.91305536,-.047920033,0,438.90457
13440,0,28.561789,0,3.091974,5.6438761,3.2144058,0,301.05704
13441,0,60.515045,0,2.6362362,9.9143448,6.4858193,1,530.24493
13442,0,51.797245,1,2.6934328,9.8323927,8.0483694,0,704.81946
13443,0,43.441544,0,9.8636465,9.9634333,4.9445157,1,732.65112
13444,1,42.519836,0,16.404579,10.362868,10.062515,0,316.05115
13445,0,58.747234,0,4.0005574,3.7174106,5.8055158,0,722.36493
13446,0,45.371002,0,10.116206,26.963261,3.8885953,0,360.10608
13447,0,63.187267,1,4.7387166,12.460157,4.921454,0,972.12128
13448,0,31.353765,1,9.952466,17.160547,9.2051897,0,697.84863
13449,0,41.906693,1,2.1572294,8.746623,2.165019,0,604.25952
13450,0,31.519693,1,2.1913369,5.7830181,4.3921256,0,621.19012
13451,0,48.338654,0,3.02618,8.3618851,6.2587695,0,688.77545
13452,0,54.790333,0,3.6585772,3.9311442,2.7496512,0,531.53015
13453,0,54.132954,0,5.9266024,12.552252,2.4133973,1,607.1474
13454,1,50.197247,1,.014842011,20.775116,10.066898,0,857.47327
13455,0,49.746742,0,14.582376,12.003373,5.176991,0,467.63727
13456,0,41.154812,0,1.459855,10.19306,.272306,1,393.18961
13457,0,52.258827,1,10.176599,7.6412268,3.4443834,0,949.61859
13458,0,53.093945,0,6.1118388,9.9999456,5.0266852,0,741.96753
13459,0,47.646866,0,.49468389,5.3279734,5.7185593,0,465.20111
13460,0,54.413189,0,2.4768372,6.690331,10.386944,0,626.44232
13461,0,37.079407,1,4.7862387,17.679003,7.7192569,0,693.85425
13462,0,34.86956,1,1.8266263,8.8455696,2.4046957,0,630.03424
13463,0,44.091816,0,7.8433437,21.768799,2.9739883,0,420.96524
13464,0,33.034557,1,15.736009,19.64085,-4.4476357,0,470.2157
13465,0,38.480717,1,5.4473562,5.056663,1.2402959,0,672.28809
13466,0,67.974342,1,13.085078,6.750514,1.4066666,0,1006.4581
13467,0,36.199421,1,4.5183034,16.48311,12.023436,0,607.14404
13468,0,48.739498,1,.29748043,5.0776715,-4.7743688,1,659.46075
13469,0,27.413877,1,5.9479733,21.276138,3.7296057,0,475.55569
13470,0,36.628193,1,5.6929851,8.9546146,6.2062979,0,741.65363
13471,0,37.705944,0,3.7854958,10.865527,2.8358212,0,513.16656
13472,0,61.512146,1,4.9821434,7.9131083,4.4282985,0,1087.0928
13473,0,32.349709,1,12.424658,14.034102,3.2435105,0,458.64322
13474,0,18.978125,0,.81493676,14.377231,2.6175625,0,42.860138
13475,0,37.885086,0,.90791416,1.2246602,-.69121993,0,416.25159
13476,0,22.875967,0,3.9321682,11.264671,1.7363621,0,182.77567
13477,0,36.735641,0,1.7020878,2.7484317,9.1250725,1,593.00372
13478,1,70.081451,1,10.847988,12.473688,5.5135159,1,1206.3889
13479,0,33.588184,0,.91365188,10.189353,5.2149849,0,212.42479
13480,0,27.243486,1,10.518547,11.822853,4.3326559,0,719.828
13481,0,48.78949,1,10.676056,2.8994694,-.36131737,0,838.21802
13482,0,49.069595,0,1.583764,10.549234,1.9045902,0,444.7164
13483,0,31.321634,0,.8912465,15.700932,1.7176917,0,213.6441
13484,0,57.315056,1,2.7472262,13.350702,5.3582587,0,1073.1221
13485,0,40.276897,1,1.0232176,9.8808813,6.4968705,0,937.47186
13486,0,43.140057,1,15.803219,2.8599765,7.4407806,0,783.99023
13487,0,39.620846,0,1.3607183,16.206711,4.090157,0,431.62375
13488,1,58.023441,1,8.3191261,8.2065277,6.4502988,1,1110.7278
13489,0,54.420979,1,3.2320516,6.4161325,-.15146481,0,779.4079
13490,0,50.819336,1,11.164329,9.0930738,3.5017064,0,709.45081
13491,0,34.713863,1,5.9236474,3.2675774,5.9582477,0,715.68719
13492,0,28.776423,1,4.6535788,17.02943,.52289766,1,632.01941
13493,0,57.40884,0,1.5724236,10.014477,1.9503495,0,567.06445
13494,1,37.681366,0,9.4855223,9.2824135,5.2142005,0,461.12094
13495,0,45.441326,1,.34440428,15.798304,10.032543,0,758.84045
13496,1,50.805309,0,.2862249,15.374293,6.1396461,0,265.64825
13497,0,34.031311,1,7.4550238,17.492691,6.0434599,0,471.26147
13498,0,21.747498,1,18.392338,6.3876424,4.8437357,0,489.6076
13499,0,46.577721,0,5.4300857,20.608274,.18158875,0,547.32751
13500,0,34.469254,0,.98934317,20.647987,7.7725048,0,454.12784
13501,0,39.371433,0,2.0589139,6.0332937,5.8167524,0,548.5495
13502,0,26.731714,1,3.5147238,15.357143,5.8580465,0,624.76184
13503,1,49.548851,1,3.4028912,8.6569853,3.807071,0,666.15875
13504,0,60.986832,0,21.479126,5.5354228,5.5688896,1,825.37982
13505,0,29.690434,0,.26264,1.4846407,-.38989559,1,372.81201
13506,0,56.752987,0,.32506198,12.971879,5.7315731,0,677.89856
13507,0,57.5825,1,.5685721,9.9903831,2.362047,0,794.56641
13508,0,50.107834,1,.20336461,11.96344,8.0310812,0,750.02002
13509,0,38.855968,0,3.3638012,11.545872,8.1595736,0,351.88159
13510,0,33.667912,1,8.9952927,3.8161969,-2.1201773,0,587.63348
13511,0,35.166756,1,.2128274,13.934279,4.433897,0,801.6496
13512,0,41.791389,0,1.0309598,18.882423,6.2077074,0,301.3479
13513,0,42.798607,1,6.2284017,4.2295895,6.7941842,0,698.27557
13514,0,43.879917,0,13.073363,8.9524775,10.631708,1,533.9209
13515,0,48.470512,0,8.8298702,12.386671,4.6836801,0,661.37421
13516,0,36.607388,1,6.3019328,14.715835,3.7800913,0,564.90088
13517,0,40.890209,1,.67804313,13.818508,6.9797068,0,879.25708
13518,0,56.723183,1,6.9872022,1.7861609,2.426085,0,959.30103
13519,0,35.012024,0,11.149188,5.2361417,4.9166732,1,437.66544
13520,0,38.87492,1,17.12648,10.022132,1.5724906,0,763.47028
13521,0,46.372463,1,4.3253231,.35696357,7.7497311,0,870.74933
13522,0,37.360527,1,4.8224363,23.817135,6.7242851,1,717.56219
13523,0,43.801556,1,2.5274162,.21130468,11.823355,0,929.89496
13524,0,55.060429,0,2.7973256,21.334347,7.3338332,0,597.8454
13525,0,31.613346,1,6.609324,18.070818,3.7689586,0,498.32361
13526,0,47.381714,1,10.74361,2.3138442,.38866022,0,844.08173
13527,0,42.499706,0,12.666826,10.586581,2.5634403,0,570.23138
13528,1,44.898445,0,1.5082775,10.679226,3.1688268,0,207.69504
13529,0,50.761414,0,15.123506,9.6305695,1.0517576,1,657.18506
13530,0,57.537884,1,13.470152,1.8094177,3.5173461,0,920.07758
13531,0,46.394791,1,1.6313236,.063700974,7.213284,0,998.06555
13532,0,44.029743,0,1.0518247,8.768837,3.566767,1,583.09705
13533,1,42.280304,0,2.6796861,16.672375,4.0011654,1,459.08398
13534,0,25.464195,0,9.4228582,11.030839,6.2970614,0,269.65463
13535,0,34.374935,1,22.085941,22.340853,6.1721816,0,831.46185
13536,0,44.964191,0,17.835831,12.771159,7.0258303,1,554.56866
13537,0,36.479061,0,.98775333,10.07445,6.9895568,0,328.13315
13538,0,52.202888,0,21.201874,2.3309796,6.2665343,0,716.56012
13539,0,21.170135,0,.72485125,21.571135,5.8521976,0,208.79671
13540,0,45.653522,0,4.3130641,5.0909486,6.8662934,0,479.94946
13541,0,29.924625,1,3.0618417,13.506514,5.0707579,1,499.76923
13542,0,66.230286,0,1.9893593,16.536135,7.3449845,0,825.39435
13543,0,30.200022,1,.78355324,17.143637,8.3474894,0,444.79385
13544,0,35.941204,0,1.1658425,23.468782,7.8903747,0,209.77956
13545,0,40.882736,0,3.4824417,15.027984,3.2868614,0,502.64651
13546,0,55.613308,0,10.328479,16.333635,6.2692099,0,513.2027
13547,0,37.705254,1,2.2498326,1.9956293,6.6131878,0,771.17267
13548,0,36.657955,0,9.6091585,2.5648885,3.1492441,0,387.35898
13549,0,27.100241,1,5.4098587,8.1418171,8.2902098,0,734.38098
13550,0,35.434372,1,1.0432725,8.5882111,3.5380845,0,506.49799
13551,0,41.623909,0,6.9647398,4.0022192,7.0945258,0,576.13458
13552,0,52.612896,0,5.4028659,7.0856524,3.2689812,0,531.67017
13553,0,36.684162,0,16.044811,14.697073,12.804531,1,666.55774
13554,0,34.06078,1,8.9938316,9.9048071,8.0658865,0,712.9928
13555,0,23.235558,0,1.4289528,2.842303,3.129276,0,172.64886
13556,0,45.718674,1,2.3682718,11.562201,2.6629155,0,711.70245
13557,0,46.047729,1,1.4620801,6.9470773,5.6854382,0,753.64874
13558,1,29.689209,0,.42850968,17.889048,6.8973575,0,340.30743
13559,0,56.851337,1,19.029629,6.6417441,.40121624,0,997.07867
13560,0,49.481968,1,4.4485645,2.1891284,13.217155,0,916.25092
13561,0,47.22414,0,1.887889,8.5799475,3.3419049,0,579.35748
13562,0,32.319668,0,3.8788924,4.8412461,6.5428367,1,368.7648
13563,0,28.605303,0,4.9882383,20.270514,5.0956726,0,80.354347
13564,0,26.813301,1,1.7814988,11.062714,.056845456,0,527.08936
13565,0,33.012215,0,2.3880322,15.71133,10.24088,0,406.6741
13566,0,31.437153,1,3.9632046,5.2215362,8.5761213,1,841.50555
13567,0,37.807034,1,18.881325,8.5805578,8.1120129,0,716.88739
13568,0,31.715357,1,8.2287397,6.6025567,6.2393193,0,849.73651
13569,0,26.936659,0,3.612658,15.02241,2.2670796,0,140.72842
13570,0,53.103596,1,1.7594554,7.082655,6.4937949,0,881.32422
13571,0,53.582233,0,2.5354133,5.0551887,-.99633306,0,519.28546
13572,0,46.984585,0,5.5272498,12.262425,1.5535909,0,763.33362
13573,0,45.57592,1,4.6262531,1.1161126,5.3242431,0,670.84723
13574,0,21.261847,0,2.3439302,1.7761909,5.1990628,0,77.295311
13575,1,40.400299,1,6.5860772,14.796882,9.2907686,1,679.15082
13576,1,49.130177,0,.89436859,5.7557263,8.9289265,0,506.25351
13577,0,45.663494,0,7.2969103,.11443677,6.3678198,0,544.5871
13578,0,29.958115,1,.28837544,6.6673455,8.0915585,0,534.3175
13579,0,31.91897,1,2.1608002,2.7664747,7.3256984,0,521.60846
13580,0,43.038158,0,6.2471714,6.0368266,7.188108,0,423.99734
13581,0,47.131039,1,11.53018,17.741911,6.2723575,0,828.87463
13582,0,43.326099,1,2.0359592,7.8433146,11.933248,0,920.45807
13583,0,43.110783,1,.41709831,10.554104,3.0501363,0,777.21991
13584,0,52.260502,1,10.083307,17.587482,5.5528183,0,919.48987
13585,0,55.819717,0,.61661237,16.267778,5.4444156,0,556.68781
13586,1,50.453896,1,9.259799,8.0242043,6.403213,1,728.53815
13587,0,35.49416,1,.90518457,3.0782056,4.6231909,0,639.76196
13588,0,33.074459,0,4.3579736,9.9643326,8.1256037,0,304.61807
13589,0,50.875149,0,1.1003642,2.7875483,6.3533449,0,706.24628
13590,0,51.969921,1,15.128531,15.100174,4.6664176,0,1162.7526
13591,0,37.223934,0,1.170509,10.459504,8.7805758,0,446.47754
13592,0,30.18659,0,7.202898,8.6440945,4.803411,0,404.63504
13593,0,50.942608,1,1.2305338,3.3516877,2.2748849,1,874.55585
13594,1,33.561749,0,23.274275,4.8886251,7.2490902,1,438.56073
13595,1,31.324837,1,18.041578,12.011985,13.930631,0,653.46564
13596,0,46.053127,0,2.5925879,17.022039,3.3675034,0,349.91202
13597,0,34.552975,1,4.8862495,16.06032,6.9836731,0,646.63672
13598,0,49.614216,0,8.7746639,8.1104717,8.5579681,0,714.15576
13599,0,48.327469,0,.59001082,6.0352845,3.7878611,0,670.13672
